Complaint ID,Concerning,Investigated,Status,EFO,County,Completed,Site,Received,Facility ID
67271,Odors,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-12-2019,DML790000050
67270,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-10-2019,DML790000050
67269,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-09-2019,DML790000050
65454,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-06-2019,DML790000050
65455,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-06-2019,DML790000050
65453,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-06-2019,DML790000050
65451,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-06-2019,DML790000050
65452,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-06-2019,DML790000050
65450,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-03-2019,DML790000050
65449,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-03-2019,DML790000050
64591,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-29-2019,DML790000050
65310,Haz Waste Issue,SEP-06-2019,Referred to other Agency/Section,Memphis,Shelby,SEP-06-2019,Neogen Corporation,AUG-28-2019,TND987779469
64590,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-28-2019,DML790000050
64369,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-27-2019,DML790000050
64367,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-26-2019,DML790000050
64368,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-26-2019,DML790000050
64365,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-25-2019,DML790000050
64366,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-25-2019,DML790000050
64364,Odors,SEP-12-2019,No Problem Found,Memphis,Shelby,SEP-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-23-2019,DML790000050
64363,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-18-2019,DML790000050
64361,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-18-2019,DML790000050
64358,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-17-2019,DML790000050
64359,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-17-2019,DML790000050
64353,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-16-2019,DML790000050
63380,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-14-2019,DML790000050
64029,Illegal Dumping,AUG-30-2019,No Jurisdiction,Memphis,Shelby,AUG-30-2019,Former Auto/Tire Shop,AUG-14-2019,
63208,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-12-2019,DML790000050
63209,Odors,AUG-19-2019,No Jurisdiction,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-12-2019,DML790000050
63188,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-08-2019,DML790000050
62128,Diesel Spill,AUG-08-2019,Closed,Memphis,Shelby,AUG-19-2019,TEMA Incident #1757-2019,AUG-07-2019,
62110,Diesel Spill,AUG-08-2019,Closed,Memphis,Shelby,SEP-21-2020,TEMA Incident #1713-2019,AUG-07-2019,
61848,Haz Waste Issue,AUG-16-2019,NOV,Memphis,Shelby,AUG-16-2019,Johnny B's Automart,AUG-06-2019,
62129,Mix Spill,AUG-08-2019,Closed,Memphis,Shelby,SEP-11-2019,TEMA Incident #2052-2019,AUG-05-2019,
61448,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-30-2019,DML790000050
61429,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-30-2019,DML790000050
61388,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-29-2019,DML790000050
60531,Other,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,Fayette County Landfill,JUL-29-2019,
63889,Illegal Dumping,AUG-27-2019,No Problem Found,Memphis,Shelby,AUG-27-2019,Plaskolite,JUL-29-2019,
60535,Illegal Dumping,AUG-01-2019,No Problem Found,Memphis,Shelby,AUG-01-2019,Former Cummin's Environmental Facility,JUL-29-2019,
61368,Odors,AUG-19-2019,No Problem Found,Memphis,Shelby,AUG-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-28-2019,DML790000050
60515,Odors,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-27-2019,DML790000050
60514,Odors,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-27-2019,DML790000050
60512,Odors,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-26-2019,DML790000050
60513,Odors,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-26-2019,DML790000050
60511,Odors,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-24-2019,DML790000050
60509,Odors,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-21-2019,DML790000050
60510,Odors,JUL-30-2019,No Problem Found,Memphis,Shelby,JUL-30-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-21-2019,DML790000050
58873,Illegal Dumping,JUL-19-2019,No Problem Found,Memphis,Shelby,JUL-19-2019,Pleasant Hill Road,JUL-15-2019,
58798,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-08-2019,DML790000050
58799,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-08-2019,DML790000050
58801,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-08-2019,DML790000050
58802,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-08-2019,DML790000050
58800,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-08-2019,DML790000050
58792,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-06-2019,DML790000050
58749,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-27-2019,DML790000050
58748,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-26-2019,DML790000050
58816,Other,JUL-03-2019,Referred to other Agency/Section,Memphis,Shelby,JUL-03-2019,Southwind Property,JUN-24-2019,
57189,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-24-2019,DML790000050
57188,Odors,JUL-09-2019,No Problem Found,Memphis,Shelby,JUL-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-23-2019,DML790000050
55909,Odors,JUN-13-2019,No Problem Found,Memphis,Shelby,JUN-13-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-11-2019,DML790000050
55275,Odors,JUN-13-2019,No Problem Found,Memphis,Shelby,JUN-13-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-07-2019,DML790000050
55274,Odors,JUN-13-2019,No Problem Found,Memphis,Shelby,JUN-13-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-07-2019,DML790000050
55273,Odors,JUN-13-2019,No Problem Found,Memphis,Shelby,JUN-13-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-06-2019,DML790000050
56048,Illegal Dumping,JUN-25-2019,No Jurisdiction,Memphis,Shelby,JUN-25-2019,Agrileum,JUN-06-2019,
55272,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-03-2019,DML790000050
54465,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-01-2019,DML790000050
54467,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-01-2019,DML790000050
54466,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-01-2019,DML790000050
54464,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAY-29-2019,DML790000050
54463,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAY-27-2019,DML790000050
53790,Other,JUN-11-2019,NOV,Memphis,Shelby,JUN-11-2019,Best Deal Motors,MAY-24-2019,
54168,Diesel Spill,MAY-31-2019,Closed,Memphis,Shelby,SEP-20-2019,TEMA Incident #1265,MAY-23-2019,
53859,Illegal Dumping,MAY-23-2019,NOV,Memphis,Shelby,MAY-23-2019,Pearce Property,MAY-23-2019,NRS790000209
53390,Diesel Spill,MAY-23-2019,Closed,Memphis,Shelby,OCT-14-2019,TEMA Incident #1260-2019,MAY-23-2019,
53771,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAY-16-2019,DML790000050
53290,Illegal Dumping,MAY-24-2019,Referred to other Agency/Section,Memphis,Shelby,MAY-24-2019,Odyssey Medical Technologies,MAY-16-2019,
53770,Odors,JUN-04-2019,No Jurisdiction,Memphis,Shelby,JUN-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAY-15-2019,DML790000050
53348,Hydraulic Fluid Spill,MAY-23-2019,Closed,Memphis,Shelby,JUN-06-2019,TEMA Incident #1122-2019,MAY-07-2019,
52743,Odors,MAY-08-2019,No Problem Found,Memphis,Shelby,MAY-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAY-02-2019,DML790000050
52741,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAY-01-2019,DML790000050
52739,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-30-2019,DML790000050
52738,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-30-2019,DML790000050
52732,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-30-2019,DML790000050
52740,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-30-2019,DML790000050
52731,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-24-2019,DML790000050
52730,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-24-2019,DML790000050
52729,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-24-2019,DML790000050
52727,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-22-2019,DML790000050
52726,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-18-2019,DML790000050
52724,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-18-2019,DML790000050
52564,Illegal Dumping,APR-18-2019,No Jurisdiction,Memphis,Shelby,APR-18-2019,Gooch Property,APR-18-2019,
52723,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-18-2019,DML790000050
52725,Odors,MAY-01-2019,No Problem Found,Memphis,Shelby,MAY-01-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-18-2019,DML790000050
52445,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-17-2019,DML790000050
52446,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-17-2019,DML790000050
52447,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-17-2019,DML790000050
52448,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-17-2019,DML790000050
52442,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-16-2019,DML790000050
52443,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-16-2019,DML790000050
52441,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-16-2019,DML790000050
52444,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-16-2019,DML790000050
52398,Used Oil,MAY-10-2019,NOV,Memphis,Shelby,MAY-10-2019,Highway 70 Car Care,APR-15-2019,
52439,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-12-2019,DML790000050
52357,Haz Waste Issue,APR-12-2019,No Jurisdiction,Memphis,Shelby,APR-12-2019,Field Stone Apartments,APR-11-2019,
52308,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-09-2019,DML790000050
52306,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-09-2019,DML790000050
52305,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-09-2019,DML790000050
52307,Odors,APR-22-2019,No Jurisdiction,Memphis,Shelby,APR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-09-2019,DML790000050
52289,Odors,APR-09-2019,No Jurisdiction,Memphis,Shelby,APR-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-08-2019,DML790000050
52301,Odors,APR-09-2019,No Jurisdiction,Memphis,Shelby,APR-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-08-2019,DML790000050
52302,Odors,APR-09-2019,No Jurisdiction,Memphis,Shelby,APR-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-08-2019,DML790000050
52303,Odors,APR-09-2019,No Jurisdiction,Memphis,Shelby,APR-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-08-2019,DML790000050
52304,Odors,APR-09-2019,No Jurisdiction,Memphis,Shelby,APR-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-08-2019,DML790000050
52288,Odors,APR-09-2019,No Jurisdiction,Memphis,Shelby,APR-09-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-05-2019,DML790000050
52220,Diesel Spill,APR-04-2019,Closed,Memphis,Shelby,MAY-31-2019,TEMA Incident #840-2019,APR-02-2019,
52287,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-29-2019,DML790000050
52286,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-28-2019,DML790000050
52285,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-28-2019,DML790000050
52284,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-27-2019,DML790000050
52283,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-27-2019,DML790000050
52115,Motor Oil Spill,MAR-28-2019,Closed,Memphis,Shelby,OCT-07-2019,TEMA Incident #797-2019,MAR-27-2019,
52069,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-25-2019,DML790000050
52068,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-25-2019,DML790000050
52067,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-25-2019,DML790000050
52065,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-24-2019,DML790000050
52064,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-24-2019,DML790000050
52061,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-23-2019,DML790000050
52058,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-22-2019,DML790000050
52060,Odors,APR-02-2019,No Problem Found,Memphis,Shelby,APR-02-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-22-2019,DML790000050
52063,Odors,MAR-22-2019,No Problem Found,Memphis,Shelby,MAR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-21-2019,DML790000050
51994,Diesel Spill,MAR-21-2019,Closed,Memphis,Shelby,MAY-01-2019,TEMA Incident #746-2019,MAR-19-2019,
52057,Odors,MAR-22-2019,No Problem Found,Memphis,Shelby,MAR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-17-2019,DML790000050
51891,Diesel Spill,MAR-14-2019,Closed,Memphis,Shelby,OCT-22-2019,TEMA Incident #680-2019,MAR-13-2019,
51859,Other,MAR-13-2019,No Problem Found,Memphis,Shelby,MAR-13-2019,North Shelby Landfill,MAR-12-2019,SNL790000224
52055,Odors,MAR-22-2019,No Problem Found,Memphis,Shelby,MAR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-08-2019,DML790000050
96469,Odors,MAR-07-2019,Open,Memphis,Shelby,MAR-07-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-07-2019,DML790000050
51776,Diesel Spill,MAR-07-2019,Closed,Memphis,Shelby,APR-01-2019,TEMA Incident #595-2019,MAR-04-2019,
52054,Odors,MAR-22-2019,Open,Memphis,Shelby,MAR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-01-2019,DML790000050
51785,Used Oil,MAR-06-2019,No Problem Found,Memphis,Shelby,MAR-06-2019,Conlee Engine Rebuilders Inc,FEB-27-2019,
51713,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-26-2019,DML790000050
52047,Odors,MAR-22-2019,No Problem Found,Memphis,Shelby,MAR-22-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-26-2019,DML790000050
52046,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-25-2019,DML790000050
51712,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-25-2019,DML790000050
51711,Odors,FEB-26-2019,No Problem Found,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-25-2019,DML790000050
51710,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-25-2019,DML790000050
52044,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-25-2019,DML790000050
51613,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-22-2019,DML790000050
51709,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-22-2019,DML790000050
51611,Odors,FEB-26-2019,No Jurisdiction,Memphis,Shelby,FEB-26-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-21-2019,DML790000050
51605,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51604,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51606,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51607,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51608,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51609,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51610,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51612,Odors,FEB-21-2019,No Problem Found,Memphis,Shelby,FEB-21-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-20-2019,DML790000050
51469,Diesel Spill,FEB-14-2019,Closed,Memphis,Shelby,MAR-22-2019,TEMA Incident #337-2019,FEB-13-2019,
51502,Haz Waste Issue,MAR-12-2019,Open,Memphis,Shelby,MAR-19-2019,Worley Brothers Scrap Iron & Metal,FEB-11-2019,
51421,Odors,FEB-12-2019,No Jurisdiction,Memphis,Shelby,FEB-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-07-2019,DML790000050
51420,Odors,FEB-12-2019,No Jurisdiction,Memphis,Shelby,FEB-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-06-2019,DML790000050
51418,Odors,FEB-12-2019,No Problem Found,Memphis,Shelby,FEB-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-05-2019,DML790000050
51498,Haz Waste Issue,MAR-01-2019,NOV,Memphis,Shelby,MAR-04-2019,"Waypoint Analytical, LLC",FEB-05-2019,
51419,Odors,FEB-12-2019,No Jurisdiction,Memphis,Shelby,FEB-12-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-05-2019,DML790000050
51416,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-04-2019,DML790000050
51417,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-04-2019,DML790000050
51415,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-04-2019,DML790000050
51404,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
51413,Odors,FEB-04-2019,No Problem Found,Memphis,Shelby,FEB-04-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2019,DML790000050
