address,latitude,longitude,geopoint
318 N GRAHAM ST,35.14028462,-89.92782395,"35.14028462, -89.92782395"
3870 OAKSHIRE ST,35.04311255,-90.0913142,"35.04311255, -90.09131420"
199 APPLETON AVE,35.02251433,-90.05747252,"35.02251433, -90.05747252"
4271 MOONFALL WAY,35.03205596,-89.84919181,"35.03205596, -89.84919181"
6419 MASSEY ESTATES CV,35.1050317,-89.84924826,"35.10503170, -89.84924826"
3091 CASTLEMAN ST,35.0643405,-89.89174204,"35.06434050, -89.89174204"
3281 MADEWELL DR,35.21541982,-90.0237184,"35.21541982, -90.02371840"
420 WHITEVILLE AVE,35.0269747,-90.04999653,"35.02697470, -90.04999653"
1404 DAYTON ST,35.17000971,-89.93923429,"35.17000971, -89.93923429"
3467 HENDRICKS AVE,35.09225775,-89.94704925,"35.09225775, -89.94704925"
1480 LATHAM ST,35.10683743,-90.05125019,"35.10683743, -90.05125019"
1928 WOOD OAK DR,35.17801818,-89.80158275,"35.17801818, -89.80158275"
3258 LYNDALE AVE,35.15593296,-89.95215858,"35.15593296, -89.95215858"
2980 S LOTUS RD,35.06744495,-90.0645193,"35.06744495, -90.06451930"
1655 GREGORY AVE,35.21467564,-90.0085333,"35.21467564, -90.00853330"
1474 MOUNT MORIAH RD,35.09142579,-89.89567276,"35.09142579, -89.89567276"
0 EFFIE,35.08664397,-90.01497889,"35.08664397, -90.01497889"
4523 HARVEST HILL RD,35.02508138,-89.86344368,"35.02508138, -89.86344368"
4709 ALOHA AVE,35.06543095,-89.90682303,"35.06543095, -89.90682303"
166 E H CRUMP BLVD,35.12493349,-90.0565186,"35.12493349, -90.05651860"
4590 MATT CV,35.20337819,-89.91023248,"35.20337819, -89.91023248"
1484 SUNSET,35.17296879,-89.95913894,"35.17296879, -89.95913894"
4817 FAIRLEY RD,35.01691201,-90.05150551,"35.01691201, -90.05150551"
412 SHAWNEE AVE,35.0978371,-90.04874573,"35.09783710, -90.04874573"
4839 CLOISTER AVE,35.06126989,-89.90261981,"35.06126989, -89.90261981"
7092 BUTTERNUT CV,35.18836278,-89.82659619,"35.18836278, -89.82659619"
2760 CHURCHILL ST,35.07346468,-89.89215386,"35.07346468, -89.89215386"
3457 CHANCELLOR ST,35.05469387,-89.90903045,"35.05469387, -89.90903045"
4271 HILLBROOK RD,35.03205246,-90.06007149,"35.03205246, -90.06007149"
1863 EDMONDSON AVE,35.10693113,-90.00042146,"35.10693113, -90.00042146"
1545 OAKWOOD ST,35.17832378,-89.97681611,"35.17832378, -89.97681611"
3743 ALMA DR,35.22750341,-89.99740377,"35.22750341, -89.99740377"
4029 GRACELAND DR,35.03864054,-90.01503391,"35.03864054, -90.01503391"
427 S PARKWAY E,35.10712844,-90.04819556,"35.10712844, -90.04819556"
941 BARBARA DR,35.16162466,-89.9787108,"35.16162466, -89.97871080"
2757 GREEN MILL DR,35.07354463,-89.83774683,"35.07354463, -89.83774683"
664 N SECOND ST,35.16211889,-90.04425247,"35.16211889, -90.04425247"
1434 SINGING TREES DR,35.05116246,-90.01598723,"35.05116246, -90.01598723"
5027 STACEY RD,35.01133694,-90.0538099,"35.01133694, -90.05380990"
2166 FRISCO AVE,35.09653658,-89.99106033,"35.09653658, -89.99106033"
RANGE LINE,35.22873043,-89.97668503,"35.22873043, -89.97668503"
450 FLYNN,35.06608688,-90.07922082,"35.06608688, -90.07922082"
2342 ZANONE AVE,35.11143912,-89.98428051,"35.11143912, -89.98428051"
3652 GRAVES RD,35.04905522,-90.04031313,"35.04905522, -90.04031313"
1978 NELLIE RD,35.03127022,-89.99798485,"35.03127022, -89.99798485"
3400 DAWNRIDGE DR,35.0114001,-89.95043892,"35.01140010, -89.95043892"
3381 KINGS ARMS ST,35.05657808,-89.8773406,"35.05657808, -89.87734060"
3085 SIGNAL ST,35.20986316,-90.01204136,"35.20986316, -90.01204136"
3880 E LEVI RD,35.04584014,-90.05326846,"35.04584014, -90.05326846"
3523 DUNN RD,35.0906622,-89.94519672,"35.09066220, -89.94519672"
0 W PERRY,35.07424988,-90.01130715,"35.07424988, -90.01130715"
3084 BEAUCHAMP DR,35.04189385,-89.96084694,"35.04189385, -89.96084694"
3734 DOUGLASS AVE,35.1101386,-89.93796187,"35.11013860, -89.93796187"
3693 WINCHESTER RD,35.0510997,-89.94026766,"35.05109970, -89.94026766"
2343 SHASTA AVE,35.16869356,-89.97915564,"35.16869356, -89.97915564"
1119 S FOURTH,35.11684706,-90.05153109,"35.11684706, -90.05153109"
188 W MITCHELL RD,35.05581512,-90.07042984,"35.05581512, -90.07042984"
3663 SUNNYSIDE ST,35.22600124,-89.88741801,"35.22600124, -89.88741801"
700 WHITNEY AVE,35.20700046,-90.04053205,"35.20700046, -90.04053205"
3228 WHITNEY RD,35.21241853,-89.9554235,"35.21241853, -89.95542350"
3390 CHAPEL,35.1948014,-89.95062891,"35.19480140, -89.95062891"
0 LATHAM,35.10528814,-90.05198508,"35.10528814, -90.05198508"
2849 S MENDENHALL RD,35.07096124,-89.88587577,"35.07096124, -89.88587577"
912 MCCLURE RD,35.01492617,-90.03360984,"35.01492617, -90.03360984"
E OLIVE AVE,35.11035197,-90.05960454,"35.11035197, -90.05960454"
6760 GARDEN OAKS DR,35.11036391,-89.83786066,"35.11036391, -89.83786066"
4060 DELSA CL,35.03758418,-89.99347226,"35.03758418, -89.99347226"
590 E ARRINGTON AVE,35.17205039,-90.03739017,"35.17205039, -90.03739017"
2833 FLETCHER VIEW DR,35.19990386,-89.75838247,"35.19990386, -89.75838247"
4609 CROSSOVER LN,35.10437107,-89.90816782,"35.10437107, -89.90816782"
5518 APPLE BLOSSOM DR,35.04619595,-89.87946426,"35.04619595, -89.87946426"
258 ASHLAND,35.14738886,-90.03061071,"35.14738886, -90.03061071"
1632 WATSON RD,35.08706326,-89.92324099,"35.08706326, -89.92324099"
14 S CENTURY ST,35.13146792,-89.95122107,"35.13146792, -89.95122107"
1717 CRIMSON CIR,35.00306366,-90.00473222,"35.00306366, -90.00473222"
4064 NAYLOR RD,35.23635548,-89.92056315,"35.23635548, -89.92056315"
1408 JANIS DR,35.02908149,-90.01701175,"35.02908149, -90.01701175"
4330 SNOWMASS LN,35.03034391,-89.83564613,"35.03034391, -89.83564613"
278 W DISON AVE,35.10148379,-90.0717884,"35.10148379, -90.07178840"
1563 DEARING RD,35.0889788,-89.90626997,"35.08897880, -89.90626997"
2264 LAKE SPRINGS LN,35.18759705,-89.76573162,"35.18759705, -89.76573162"
1246 DUNNAVANT ST,35.11250205,-90.01513797,"35.11250205, -90.01513797"
4753 CHILDS DR,35.01872482,-89.99956969,"35.01872482, -89.99956969"
7264 ISHERWOOD RD,35.04630242,-89.82132386,"35.04630242, -89.82132386"
3743 PHILWOOD AVE,35.14495955,-89.93636872,"35.14495955, -89.93636872"
4276 KNIGHT ARNOLD RD,35.06498268,-89.92088564,"35.06498268, -89.92088564"
1501 STANDRIDGE ST,35.1769265,-89.9721332,"35.17692650, -89.97213320"
2385 SILVER RD,35.08015503,-90.01435056,"35.08015503, -90.01435056"
3054 MCGEE CV,35.20886481,-89.91757324,"35.20886481, -89.91757324"
2830 MORNING WOODS DR,35.20261827,-89.74668389,"35.20261827, -89.74668389"
772 TAMPA AVE,35.0988307,-90.03730196,"35.09883070, -90.03730196"
5056 FRANKIE LN,35.01045869,-90.04387243,"35.01045869, -90.04387243"
2491 BOYLE AVE,35.09543513,-89.97996256,"35.09543513, -89.97996256"
778 CELLA ST,35.11100617,-89.97843385,"35.11100617, -89.97843385"
3022 BLUFFDALE ST,35.06633592,-89.90190518,"35.06633592, -89.90190518"
719 ROSEBANKS RD,35.03903223,-90.03989033,"35.03903223, -90.03989033"
1170 CANNON ST,35.1146168,-90.01671805,"35.11461680, -90.01671805"
1547 DELANO AVE,35.19915639,-90.01220161,"35.19915639, -90.01220161"
5176 SEA SHORE RD,35.00690877,-90.12039116,"35.00690877, -90.12039116"
0 HAWKINS MILL RD,35.23222858,-89.94387161,"35.23222858, -89.94387161"
1006 PEARCE ST,35.16788771,-90.0275419,"35.16788771, -90.02754190"
1282 DOGWOOD DR,35.09698722,-89.92937189,"35.09698722, -89.92937189"
172 PLAINVIEW ST,35.12738481,-89.97017807,"35.12738481, -89.97017807"
2130 RILE ST,35.08949706,-90.07516529,"35.08949706, -90.07516529"
0 S WESTVIEW RD,35.02518543,-90.08498116,"35.02518543, -90.08498116"
1810 KERR AVE,35.10599804,-90.00211921,"35.10599804, -90.00211921"
4535 HANCOCK DR,35.02490415,-89.99394872,"35.02490415, -89.99394872"
397 CAMBRIDGE AVE,35.1129322,-90.04914954,"35.11293220, -90.04914954"
4623 BLANDING DR,35.05728229,-89.90936541,"35.05728229, -89.90936541"
5436 BANNOCK ST,34.99999941,-90.01777881,"34.99999941, -90.01777881"
881 MCCLURE RD,35.01406924,-90.03464555,"35.01406924, -90.03464555"
1614 S ORLEANS ST,35.1029824,-90.04051701,"35.10298240, -90.04051701"
3132 SHEFFIELD CV,35.06360683,-89.91966927,"35.06360683, -89.91966927"
4335 BAYBERRY DR,35.22010491,-89.91888159,"35.22010491, -89.91888159"
3008 HUNTINGTON TL,35.06684844,-89.85145869,"35.06684844, -89.85145869"
1271 CHICKAMAUGA AVE,35.03920053,-90.10635378,"35.03920053, -90.10635378"
2141 S HUBERT CR,35.16771685,-89.98603722,"35.16771685, -89.98603722"
1879 FREEMONT AVE,35.09370412,-90.00052987,"35.09370412, -90.00052987"
6580 KIRBY FOREST CV,35.08631321,-89.84385777,"35.08631321, -89.84385777"
0 MARBLE AVE,35.172777,-90.03996486,"35.17277700, -90.03996486"
913 S HIGHLAND ST,35.10658689,-89.94643906,"35.10658689, -89.94643906"
3286 SANDY SPRINGS DR,35.25435835,-89.95436124,"35.25435835, -89.95436124"
872 SHERIDAN ST,35.16094155,-89.99209001,"35.16094155, -89.99209001"
114 N HOLMES ST,35.13490871,-89.95244154,"35.13490871, -89.95244154"
5012 DEPANNE RD,35.0113804,-89.99823397,"35.01138040, -89.99823397"
4965 ALROSE AVE,35.10485649,-89.89640848,"35.10485649, -89.89640848"
3554 PEARSON RD,35.07281252,-89.9450399,"35.07281252, -89.94503990"
3489 KALLAHER AVE,35.16951777,-89.944174,"35.16951777, -89.94417400"
270 ADOLPHUS AVE,35.11129913,-90.05328319,"35.11129913, -90.05328319"
0 S MAIN,35.11468641,-90.05986063,"35.11468641, -90.05986063"
1717 S WELLINGTON ST,35.1001981,-90.04735807,"35.10019810, -90.04735807"
3093 ATMORE ST,35.06461422,-89.90847938,"35.06461422, -89.90847938"
506 JEANNE DR,35.03839185,-90.04713063,"35.03839185, -90.04713063"
518 HARAHAN RD,35.06291855,-90.08145659,"35.06291855, -90.08145659"
12 N MCLEAN BLVD,35.13801887,-89.99919817,"35.13801887, -89.99919817"
0 CAROLINA AVE,35.12780805,-90.05645616,"35.12780805, -90.05645616"
4723 GILBERT RD,35.0194896,-90.0382572,"35.01948960, -90.03825720"
3065 KIRBY DOWNS CV,35.06512503,-89.85608805,"35.06512503, -89.85608805"
1976 BENFORD ST,35.09365768,-90.07241684,"35.09365768, -90.07241684"
303 BONITA DR,35.03661627,-90.05394707,"35.03661627, -90.05394707"
777 S PARKWAY E,35.10807423,-90.03650465,"35.10807423, -90.03650465"
5558 PARK AVE,35.10129367,-89.87647715,"35.10129367, -89.87647715"
4827 MARLIN AVE,35.09942994,-89.90097849,"35.09942994, -89.90097849"
1130 S LAUDERDALE ST,35.11635344,-90.04304868,"35.11635344, -90.04304868"
291 SILVERAGE AVE,35.09909037,-90.07254017,"35.09909037, -90.07254017"
3100 GUERNSEY AVE,35.15883779,-89.95738086,"35.15883779, -89.95738086"
3751 FELTS STATION RD,35.22872993,-90.01536883,"35.22872993, -90.01536883"
240 W TRIGG AVE,35.11296914,-90.0703755,"35.11296914, -90.07037550"
2049 E SOUTHERN AVE,35.1156574,-89.99419562,"35.11565740, -89.99419562"
2781 JOLSON AVE,35.08184338,-89.96983648,"35.08184338, -89.96983648"
4424 HELENE RD,35.08832227,-89.91469915,"35.08832227, -89.91469915"
815 MOHAWK AVE,35.0325454,-90.09132531,"35.03254540, -90.09132531"
3973 ALMOND CV,35.04022716,-89.83839632,"35.04022716, -89.83839632"
3444 KIRBY PKWY,35.0547108,-89.8437241,"35.05471080, -89.84372410"
1373 NICHOLAS ST,35.17900613,-90.03773321,"35.17900613, -90.03773321"
78 BONITA DR,35.03699417,-90.06158907,"35.03699417, -90.06158907"
3602 N LLOYD CL,35.18115267,-89.93885027,"35.18115267, -89.93885027"
4829 DAPHNE RD,35.01677317,-89.95419815,"35.01677317, -89.95419815"
4028 TRUMAN RD,35.17467327,-89.9259847,"35.17467327, -89.92598470"
2382 SARATOGA AVE,35.10936343,-89.98292246,"35.10936343, -89.98292246"
1667 HOPEWELL RD,35.0861654,-89.90180403,"35.08616540, -89.90180403"
0 CRYSTAL HILL DR,35.0285488,-89.84421847,"35.02854880, -89.84421847"
1020 W GLORIA RD,35.01928339,-90.02997079,"35.01928339, -90.02997079"
1545 WEINER RD,35.17372836,-89.91601135,"35.17372836, -89.91601135"
3209 WINSLOW RD,35.0611532,-90.07823788,"35.06115320, -90.07823788"
4343 REED AVE,35.17678708,-89.91601553,"35.17678708, -89.91601553"
1839 HEARST AVE,35.09616738,-90.00158337,"35.09616738, -90.00158337"
184 NEIL ST,35.13753466,-89.96856745,"35.13753466, -89.96856745"
1063 COLONIAL RD,35.10266598,-89.90351494,"35.10266598, -89.90351494"
139 HILLVIEW AVE,35.04752162,-90.05904617,"35.04752162, -90.05904617"
722 EVA ST,35.15508846,-89.97509951,"35.15508846, -89.97509951"
2548 DAKAR AVE,35.24543855,-89.97833008,"35.24543855, -89.97833008"
152 STONEHAM RD,35.02670805,-90.05892649,"35.02670805, -90.05892649"
2999 CLEARBROOK ST,35.06675364,-89.89961475,"35.06675364, -89.89961475"
6641 KIRBY MEADOWS CV,35.05457331,-89.84182051,"35.05457331, -89.84182051"
120 DOVER AVE,35.1025793,-90.05853356,"35.10257930, -90.05853356"
453 E DISON AVE,35.10049375,-90.04749876,"35.10049375, -90.04749876"
96 MODDER AVE,35.09781308,-90.06608786,"35.09781308, -90.06608786"
3861 WINDCREST RD,35.04338442,-90.00476477,"35.04338442, -90.00476477"
2290 HAWKSMOOR PL,35.18773843,-89.78475931,"35.18773843, -89.78475931"
278 E ADOLPHUS AVE,35.11128436,-90.0529715,"35.11128436, -90.05297150"
3468 VANUYS RD,35.10161318,-89.94696812,"35.10161318, -89.94696812"
1024 LEATH ST,35.16881812,-90.03026353,"35.16881812, -90.03026353"
967 MAURY ST,35.16494762,-90.00542441,"35.16494762, -90.00542441"
4916 SAGEWOOD DR,35.01436487,-90.01522436,"35.01436487, -90.01522436"
89 HENRY AVE,35.16590845,-90.04476179,"35.16590845, -90.04476179"
1744 EDWARD AVE,35.1683052,-89.99923992,"35.16830520, -89.99923992"
0 WHITEHAVEN LN,35.01720252,-90.0404773,"35.01720252, -90.04047730"
1538 STANDRIDGE ST,35.17796707,-89.97146465,"35.17796707, -89.97146465"
7825 WINWARD LN,35.05052097,-89.80259304,"35.05052097, -89.80259304"
1261 WELLS STATION RD,35.16586702,-89.91758708,"35.16586702, -89.91758708"
1749 CLEOFORD AVE,35.22592107,-90.00530966,"35.22592107, -90.00530966"
1032 SHERIDAN ST,35.16533233,-89.9917162,"35.16533233, -89.99171620"
3378 CARRINGTON RD,35.10709226,-89.9499657,"35.10709226, -89.94996570"
534 E CRUMP BLVD,35.12457724,-90.0440797,"35.12457724, -90.04407970"
526 CARPENTER ST,35.14672128,-89.96403391,"35.14672128, -89.96403391"
2791 UNION AVE,35.13265244,-89.96807747,"35.13265244, -89.96807747"
991 NORA RD,35.0530608,-90.09727737,"35.05306080, -90.09727737"
1726 W RAINES RD,35.03622885,-90.1217366,"35.03622885, -90.12173660"
7114 WINCHESTER RD,35.05071268,-89.82523252,"35.05071268, -89.82523252"
962 HUDSON ST,35.158425,-89.95294582,"35.15842500, -89.95294582"
0 SEVENTH ST,35.16048119,-90.03900838,"35.16048119, -90.03900838"
3271 BOXDALE CV,35.0591575,-89.90319417,"35.05915750, -89.90319417"
3053 S MENDENHALL RD,35.06535599,-89.88609599,"35.06535599, -89.88609599"
4423 ALINE RD,35.24671727,-89.9846361,"35.24671727, -89.98463610"
2588 DWIGHT RD,35.08492135,-89.97667623,"35.08492135, -89.97667623"
1580 JACKSON AVE,35.16003037,-90.00532859,"35.16003037, -90.00532859"
181 WALNUT CREEK RD,35.12468834,-89.79312301,"35.12468834, -89.79312301"
276 GASTON AVE,35.11809615,-90.05295426,"35.11809615, -90.05295426"
2411 ZANONE AVE,35.11098799,-89.98180695,"35.11098799, -89.98180695"
795 GARLAND ST,35.16066427,-90.01021274,"35.16066427, -90.01021274"
3761 FOUNTAIN GATE ST,35.0459544,-90.06331925,"35.04595440, -90.06331925"
2180 E HOWELL AVE,35.16737855,-89.98469258,"35.16737855, -89.98469258"
8819 RIVER RISE DR,35.16284485,-89.76891118,"35.16284485, -89.76891118"
2758 PARK AVE,35.10830415,-89.97033368,"35.10830415, -89.97033368"
0 KERR,35.1071796,-90.02685905,"35.10717960, -90.02685905"
2974 CHARLESTOWNE PL,35.06751821,-89.85445038,"35.06751821, -89.85445038"
908 S BARTON ST,35.12262269,-90.05650687,"35.12262269, -90.05650687"
5284 PIPERS GAP DR,35.17901416,-89.8874431,"35.17901416, -89.88744310"
1609 WAVERLY AVE,35.11423986,-90.0087328,"35.11423986, -90.00873280"
352 UNION AVE,35.14140579,-90.04563234,"35.14140579, -90.04563234"
592 E LUCY AVE,35.11430482,-90.04249252,"35.11430482, -90.04249252"
3418 POWELL AVE,35.1548882,-89.94687615,"35.15488820, -89.94687615"
1450 KERR AVE,35.10700313,-90.01420894,"35.10700313, -90.01420894"
2785 CLAUDETTE,35.07390693,-89.92567539,"35.07390693, -89.92567539"
1313 E EMPIRE AVE,35.1735607,-90.01315594,"35.17356070, -90.01315594"
1421 GREENWOOD ST,35.10779334,-90.0246576,"35.10779334, -90.02465760"
769 BOSTON ST,35.1110862,-89.9739055,"35.11108620, -89.97390550"
795 N MCNEIL ST,35.16053248,-90.00918718,"35.16053248, -90.00918718"
4720 KENNETH CV,35.20603384,-89.9061247,"35.20603384, -89.90612470"
868 OLYMPIC,35.16271358,-90.01580117,"35.16271358, -90.01580117"
4013 BASKEL DR,35.03907761,-90.01614099,"35.03907761, -90.01614099"
8491 CHIMNEYROCK BLVD,35.1792566,-89.78000188,"35.17925660, -89.78000188"
430 E NORWOOD AVE,35.09227108,-90.04882444,"35.09227108, -90.04882444"
1354 SOUTH AVE,35.10332661,-90.01763573,"35.10332661, -90.01763573"
1636 LATHAM ST,35.10258488,-90.05141397,"35.10258488, -90.05141397"
2527 DERBYSHIRE AVE,35.23591503,-89.97941747,"35.23591503, -89.97941747"
2662 DURBY CIR,35.08796032,-89.9737174,"35.08796032, -89.97371740"
1410 DURANGO CV,35.03445734,-90.11119539,"35.03445734, -90.11119539"
4665 CHRISTYSHIRE DR,35.25306242,-89.93308724,"35.25306242, -89.93308724"
3044 MEADOWS LN,35.06576526,-89.91208616,"35.06576526, -89.91208616"
2257 ELDRIDGE AVE,35.17025273,-89.98198867,"35.17025273, -89.98198867"
4920 LOCHINVAR RD,35.01449133,-90.00850285,"35.01449133, -90.00850285"
8993 BRENT LN,35.17425444,-89.7630226,"35.17425444, -89.76302260"
1553 MINK ST,35.089537,-89.92516173,"35.08953700, -89.92516173"
4081 OWEN AVE,35.15485875,-89.92459968,"35.15485875, -89.92459968"
1076 NEW YORK ST,35.11621153,-89.98708352,"35.11621153, -89.98708352"
1585 JACKSON AVE,35.15942052,-90.00523295,"35.15942052, -90.00523295"
3545 KATHY RD,35.07318854,-89.94522676,"35.07318854, -89.94522676"
5217 OGUNQUIT LN,35.05094356,-89.88961536,"35.05094356, -89.88961536"
1185 WRENWOOD ST,35.16394921,-89.93285566,"35.16394921, -89.93285566"
687 TIGER ESTATES CV,35.11244649,-89.93303777,"35.11244649, -89.93303777"
978 N IDLEWILD ST,35.16444764,-89.996712,"35.16444764, -89.99671200"
3582 E REGENCY PARK CIR,35.05149139,-89.83927366,"35.05149139, -89.83927366"
4017 STOWE ST,35.23520707,-89.9395698,"35.23520707, -89.93956980"
0 CINCINNATI,35.0943768,-90.01374762,"35.09437680, -90.01374762"
2552 MONETTE AVE,35.21168447,-89.97849201,"35.21168447, -89.97849201"
863 MAURY ST,35.16212819,-90.00580554,"35.16212819, -90.00580554"
2481 APPLING RD,35.19253289,-89.81811786,"35.19253289, -89.81811786"
1723 UNION AVE,35.13518563,-90.00427793,"35.13518563, -90.00427793"
3849 VANUYS RD,35.10055276,-89.93403163,"35.10055276, -89.93403163"
3115 MAPLE HILL DR,35.00929868,-89.95994996,"35.00929868, -89.95994996"
283 E MCLEMORE AVE,35.11571707,-90.05282633,"35.11571707, -90.05282633"
652 E TRIGG AVE,35.11241419,-90.04046636,"35.11241419, -90.04046636"
947 CHATWOOD ST,35.15764873,-89.9304277,"35.15764873, -89.93042770"
1004 FORREST AVE,35.15395392,-90.02560786,"35.15395392, -90.02560786"
1433 S MCMILLAN ST,35.10795545,-90.04266242,"35.10795545, -90.04266242"
421 SANFORD RD,35.017811,-90.04983556,"35.01781100, -90.04983556"
4850 BRIDGEDALE AVE,35.06785711,-89.90241176,"35.06785711, -89.90241176"
1305 SARDIS ST,35.1114546,-90.04917725,"35.11145460, -90.04917725"
3136 CLARENDON RD,35.04901132,-89.95896341,"35.04901132, -89.95896341"
6059 VALLEYDALE DR,35.02658923,-89.86134568,"35.02658923, -89.86134568"
3673 DENVER ST,35.22589742,-89.9966664,"35.22589742, -89.99666640"
929 BIRCH ST,35.16111398,-89.97663407,"35.16111398, -89.97663407"
564 HONDURAS RD,35.01461983,-90.08293773,"35.01461983, -90.08293773"
8954 CEDAR HOLLOW CV,35.16400369,-89.76453804,"35.16400369, -89.76453804"
144 N BELVEDERE BLVD,35.14186132,-90.00394917,"35.14186132, -90.00394917"
3471 KINGS ARMS ST,35.05392387,-89.87765433,"35.05392387, -89.87765433"
163 W VAAL AVE,35.09817741,-90.06828349,"35.09817741, -90.06828349"
1567 MILLER ST,35.10418581,-90.04160119,"35.10418581, -90.04160119"
592 BETHEL AVE,35.16248329,-90.03824171,"35.16248329, -90.03824171"
1118 WILBEC RD,35.10124352,-89.89172091,"35.10124352, -89.89172091"
4773 AUBURN RD,35.01825554,-90.034991,"35.01825554, -90.03499100"
1811 DEWARS CV,35.17462132,-89.77878099,"35.17462132, -89.77878099"
1400 KERR AVE,35.1069741,-90.01581426,"35.10697410, -90.01581426"
3250 EARL DR,35.21417624,-89.91135845,"35.21417624, -89.91135845"
1587 ARCADIA ST,35.08821898,-89.88030402,"35.08821898, -89.88030402"
833 HARVEY CV,35.15392559,-89.89390816,"35.15392559, -89.89390816"
4100 MACON RD,35.16256454,-89.92408047,"35.16256454, -89.92408047"
1617 BOXWOOD ST,35.18039704,-89.98155578,"35.18039704, -89.98155578"
810 SANGA CREEK RD,35.14761576,-89.7649866,"35.14761576, -89.76498660"
5100 HWY 51 S,35.0093335,-90.02483169,"35.00933350, -90.02483169"
0 DAVIS,35.18147937,-89.98815445,"35.18147937, -89.98815445"
1696 RUSSWOOD RD,35.17796847,-89.91387355,"35.17796847, -89.91387355"
3938 GRACELAND DR,35.04110466,-90.01435586,"35.04110466, -90.01435586"
3690 KING JOHN CV,35.04815719,-89.89514199,"35.04815719, -89.89514199"
3708 PARFET CV,35.22683535,-89.94276786,"35.22683535, -89.94276786"
3451 MILLINGTON RD,35.21992399,-90.02889218,"35.21992399, -90.02889218"
5292 DARGEN AVE,35.0672295,-89.88698359,"35.06722950, -89.88698359"
6523 CORSICA DR,35.11323601,-89.84569556,"35.11323601, -89.84569556"
1368 AUSTIN ST,35.17374769,-89.98535969,"35.17374769, -89.98535969"
3727 KERWIN DR,35.22732832,-89.93312887,"35.22732832, -89.93312887"
8267 WEATHERWOOD LN,35.14752637,-89.78761421,"35.14752637, -89.78761421"
0,35.13524167,-89.78720363,"35.13524167, -89.78720363"
931 S COOPER ST,35.12024354,-89.99139464,"35.12024354, -89.99139464"
4701 FAIRLANE DR,35.19323497,-89.90696223,"35.19323497, -89.90696223"
3828 HAWKINS MILL RD,35.22534175,-89.93522108,"35.22534175, -89.93522108"
4651 VESCOVI LN,35.02156309,-89.84427882,"35.02156309, -89.84427882"
3101 BRISDANE ST,35.06395417,-89.90062004,"35.06395417, -89.90062004"
8518 FARLEY AVE,35.15857802,-89.77886586,"35.15857802, -89.77886586"
4588 LAWRENCE RD,35.16294029,-89.90767189,"35.16294029, -89.90767189"
4565 SUNNY VIEW DR,35.25040713,-89.97986727,"35.25040713, -89.97986727"
1952 COURT AVE,35.13862566,-89.99596575,"35.13862566, -89.99596575"
1651 MCMILLAN ST,35.10191467,-90.0429929,"35.10191467, -90.04299290"
4080 FAXON AVE,35.1507045,-89.92458754,"35.15070450, -89.92458754"
3114 HOLLY HEATH DR,35.06360778,-89.80437031,"35.06360778, -89.80437031"
1608 BALTIMORE ST,35.10129085,-89.97301741,"35.10129085, -89.97301741"
4830 MANSON RD,35.01651486,-90.08825793,"35.01651486, -90.08825793"
3455 FAXON AVE,35.15045905,-89.94568274,"35.15045905, -89.94568274"
1884 CARVER AVE,35.09745991,-89.99992086,"35.09745991, -89.99992086"
3760 MAPLE LEAF CV,35.04590294,-89.87613101,"35.04590294, -89.87613101"
1906 OAK SPRINGS DR,35.17755755,-89.76525647,"35.17755755, -89.76525647"
1267 S ORLEANS ST,35.11253527,-90.04140885,"35.11253527, -90.04140885"
865 FLOYD AVE,35.22301748,-90.03518064,"35.22301748, -90.03518064"
MILLBRANCH RD,35.05073737,-90.00607812,"35.05073737, -90.00607812"
3207 NATHAN AVE,35.14336139,-89.9542013,"35.14336139, -89.95420130"
5333 BLUE RIDGE PKWY,35.1834712,-89.88556419,"35.18347120, -89.88556419"
3258 YALE AVE,35.14290819,-89.95253147,"35.14290819, -89.95253147"
3734 CHARLESWOOD AVE,35.14284908,-89.9367798,"35.14284908, -89.93677980"
2552 CAPEWOOD DR,35.20545658,-89.97899892,"35.20545658, -89.97899892"
6759 THE WILLOWS CV,35.06400634,-89.83798602,"35.06400634, -89.83798602"
72 VINE GROVE LN,35.12754676,-89.79074252,"35.12754676, -89.79074252"
823 PROVINE AVE,35.1232867,-90.03387869,"35.12328670, -90.03387869"
2260 DEVOY AVE,35.16566526,-89.98208135,"35.16566526, -89.98208135"
1760 GREENVIEW CIR,35.1696768,-89.99862559,"35.16967680, -89.99862559"
1690 GREEN DOLPHIN ST,35.08547812,-89.93623082,"35.08547812, -89.93623082"
572 ALSTON AVE,35.12349524,-90.04278634,"35.12349524, -90.04278634"
1450 TODDS CREEK CV,35.2229767,-90.01597582,"35.22297670, -90.01597582"
2371 SHASTA,35.16866538,-89.97820892,"35.16866538, -89.97820892"
E IRVIN DR,35.10041641,-89.88002614,"35.10041641, -89.88002614"
6459 LAKE VALLEY DR,35.01242073,-89.84799908,"35.01242073, -89.84799908"
932 DECATUR ST,35.16548776,-90.0239432,"35.16548776, -90.02394320"
1692 OAKWOOD ST,35.18230227,-89.97602033,"35.18230227, -89.97602033"
1516 BROOKINS,35.17382718,-89.9553766,"35.17382718, -89.95537660"
171 W JOUBERT AVE,35.09406976,-90.06869306,"35.09406976, -90.06869306"
3773 MARION AVE,35.1084712,-89.93671167,"35.10847120, -89.93671167"
3376 RALEIGH MILLINGTON RD,35.21772319,-89.92676963,"35.21772319, -89.92676963"
7485 KRISTYWOOD CV,35.19495068,-89.81348611,"35.19495068, -89.81348611"
